diseaseId	name	vocabulary	code	vocabularyName
C3553709	MYOPATHY, CENTRONUCLEAR, 4	OMIM	614807	CNM4
C3553719	AMYOTROPHIC LATERAL SCLEROSIS 18	OMIM	614808	ALS18
C3553720	CFHR5 DEFICIENCY	OMIM	614809	CFHR5 DEFICIENCY
C3553728	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO, 5	OMIM	614810	MS5
C3542022	SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME	OMIM	614813	SOFT
C3553748	ADAMS-OLIVER SYNDROME 3	OMIM	614814	AOS3
C3553758	JOUBERT SYNDROME 18	OMIM	614815	JBTS18
C3553762	LOEYS-DIETZ SYNDROME 4	OMIM	614816	LDS4
C3553774	INTERSTITIAL NEPHRITIS, KARYOMEGALIC	OMIM	614817	KMIN
C3553785	WEILL-MARCHESANI SYNDROME 3	OMIM	614819	WMS3
C3553788	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2	OMIM	614820	AHC2
C3553793	SPERMATOGENIC FAILURE 10	OMIM	614822	SPGF10
C0003507	Aortic Valve Stenosis	OMIM	614823	AOVD2
C3542024	AORTIC VALVE DISEASE 2	OMIM	614823	AOVD2
C3553813	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8	OMIM	614830	MDDGA8
C3553816	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13	OMIM	614831	SCAR13
C3553831	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES	OMIM	614833	PMGYS
C3553841	HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA	OMIM	614837	HH8
C3553842	HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA	OMIM	614838	HH9
C3553843	HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA	OMIM	614839	HH10
C3553844	HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA	OMIM	614840	HH11
C1856897	Eunuchoidism, familial hypogonadotropic	OMIM	614841	HH12
C3541462	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA	OMIM	614842	HH13
C3539071	NEPHRONOPHTHISIS 14	OMIM	614844	NPHP14
C3541853	NEPHRONOPHTHISIS 15	OMIM	614845	NPHP15
C3553859	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12	OMIM	614847	EIG12
C3553868	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 3	OMIM	614849	IIAE5
C3553869	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 4	OMIM	614850	IIAE6
C3553870	SECKEL SYNDROME 7	OMIM	614851	SCKL7
C3553886	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE	OMIM	614852	MCPH9
C3553887	OSTEOGENESIS IMPERFECTA, TYPE XIII	OMIM	614856	OI13
C3553915	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE	OMIM	614857	MAHCJ
C3540450	HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA	OMIM	614858	HH14
C1866340	Peroxisome Biogenesis Disorder, Complementation Group 3	OMIM	614859	CG3
C3553929	PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER)	OMIM	614859	CG3
C3538999	DYSTONIA 23	OMIM	614860	DYT23
C1832232	Peroxisome Biogenesis Disorder, Complementation Group C	OMIM	614862	CGC
C3553936	PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER)	OMIM	614862	CGC
C3553937	PEROXISOME BIOGENESIS DISORDER 4B	OMIM	614863	PBD4B
C3553940	PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER)	OMIM	614866	PBD5A
C3542026	PEROXISOME BIOGENESIS DISORDER 5B	OMIM	614867	PBD5B
C3553943	T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS	OMIM	614868	TIIAC
C3553944	USHER SYNDROME, TYPE IJ	OMIM	614869	USH1J
C1864399	Peroxisome Biogenesis Disorder, Complementation Group 7	OMIM	614870	CG7
C3553947	PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER)	OMIM	614870	CG7
C3553948	PEROXISOME BIOGENESIS DISORDER 6B	OMIM	614871	PBD6B
C3539168	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP A	OMIM	614872	CGA
C3553950	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 8	OMIM	614872	CGA
C3888385	PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER)	OMIM	614872	CGA
C3553951	PEROXISOME BIOGENESIS DISORDER 7B	OMIM	614873	PBD7B
C3543825	CILIARY DYSKINESIA, PRIMARY, 18	OMIM	614874	CILD18
C3553958	METAPHYSEAL ENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA	OMIM	614875	SPONDYLOENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA
C1863999	Peroxisome Biogenesis Disorder, Complementation Group D	OMIM	614876	CGD
C3553959	PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER)	OMIM	614876	CGD
C3553960	PEROXISOME BIOGENESIS DISORDER 8B	OMIM	614877	PBD8B
C3553961	AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED	OMIM	614878	APLAID
C2749346	Refsum Disease, Adult, 2	OMIM	614879	PBD9B
C3553977	HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA	OMIM	614880	HH15
C3553989	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5	OMIM	614881	DSMA5
C1864172	Peroxisome Biogenesis Disorder, Complementation Group G	OMIM	614882	CGG
C3553999	PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER)	OMIM	614882	CGG
C1866260	Peroxisome Biogenesis Disorder, Complementation Group H	OMIM	614883	CGH
C3554000	PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER)	OMIM	614883	CGH
C3554001	PEROXISOME BIOGENESIS DISORDER 11B	OMIM	614885	PBD11B
C3554004	PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER)	OMIM	614887	PBD13A
C4013947	IMMUNODEFICIENCY 28	OMIM	614889	IMD28
C4013948	IMMUNODEFICIENCY 29	OMIM	614890	IMD29
C4013949	IMMUNODEFICIENCY 30	OMIM	614891	IMD30
C4013950	IMMUNODEFICIENCY 31A	OMIM	614892	IMD31A
C3808589	IMMUNODEFICIENCY 32A	OMIM	614893	IMD32A
C4016741	IMMUNODEFICIENCY 32B	OMIM	614894	IMD32B
C3540453	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F	OMIM	614895	CMT4F
C3554018	SINOATRIAL NODE DYSFUNCTION AND DEAFNESS	OMIM	614896	SANDD
C3554021	HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA	OMIM	614897	HH16
C3539494	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE	OMIM	614898	SPG53
C3554042	DIAMOND-BLACKFAN ANEMIA 11	OMIM	614900	DBA11
C3554046	LETHAL CONGENITAL CONTRACTURE SYNDROME 4	OMIM	614915	LCCS4
C3554047	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4	OMIM	614916	CPVT4
C3554055	PEROXISOME BIOGENESIS DISORDER 14B	OMIM	614920	PEX14B
C2752015	Glycogen Storage Disease XIV	OMIM	614921	CDGIt
C3554067	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11	OMIM	614922	COXPD11
C3554078	BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY	OMIM	614923	BCKDKD
C3554079	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12	OMIM	614924	COXPD12
C3554105	PERRAULT SYNDROME 2	OMIM	614926	PRLTS2
C3554117	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE	OMIM	614929	ECTD7
C3554127	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	OMIM	614931	ECTD9
C3554129	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13	OMIM	614932	COXPD13
C1824925	DEAFNESS, AUTOSOMAL RECESSIVE 70	OMIM	614934	DFNB70
C3543826	CILIARY DYSKINESIA, PRIMARY, 19	OMIM	614935	CILD19
C3539916	MYOCLONUS, FAMILIAL CORTICAL	OMIM	614937	FCM
C3541517	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT	OMIM	614940	ECTD11A
C3539920	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE	OMIM	614941	ECTD11B
C3554159	DEAFNESS, AUTOSOMAL RECESSIVE 84B	OMIM	614944	DFNB84B
C3554163	DEAFNESS, AUTOSOMAL RECESSIVE 18B	OMIM	614945	DFNB18B
C3554168	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14	OMIM	614946	COXPD14
C3554182	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15	OMIM	614947	COXPD15
C3554195	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14	OMIM	614959	EIEE14
C3554209	PONTOCEREBELLAR HYPOPLASIA, TYPE 8	OMIM	614961	PCH8
C3554224	LEPTIN DEFICIENCY OR DYSFUNCTION	OMIM	614962	LEPD
C3554225	LEPTIN RECEPTOR DEFICIENCY	OMIM	614963	OBESITY, MORBID, NONSYNDROMIC 2
C3554235	JOUBERT SYNDROME 20	OMIM	614970	JBTS20
C3554241	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3	OMIM	614972	ICP3
C3554246	FOCAL FACIAL DERMAL DYSPLASIA 4	OMIM	614974	FFDD4
C3554247	CARPENTER SYNDROME 2	OMIM	614976	CRPT2
C3554279	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2	OMIM	614980	CHTD2
C3554306	EPILEPSY, NOCTURNAL FRONTAL LOBE, 5	OMIM	615005	ENFL5
C3554316	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 15	OMIM	615006	EIEE15
C3554321	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4	OMIM	615007	IBGC4
C3554330	NEPHROTIC SYNDROME, TYPE 7	OMIM	615008	NPHS7
C3808620	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 7	OMIM	615008	NPHS7
C3554343	MENTAL RETARDATION, AUTOSOMAL DOMINANT 17	OMIM	615009	MRD17
C3539013	AICARDI-GOUTIERES SYNDROME 6	OMIM	615010	AGS6
C3554344	PHOSPHOHYDROXYLYSINURIA	OMIM	615011	PHLU
C3554349	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 9	OMIM	615023	ARCI9
C3554355	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10	OMIM	615024	ARCI10
C3554366	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Q	OMIM	615025	CMT2Q
C0035528	Riboflavin Deficiency	OMIM	615026	RBFVD
C3554367	EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE	OMIM	615028	EBNS
C3539507	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE	OMIM	615030	SPG56
C3542549	SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE	OMIM	615031	SPG49
C3554373	AUTISM, SUSCEPTIBILITY TO, 18	OMIM	615032	AUTS18
C3539495	SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE	OMIM	615033	SPG54
C3554374	DYSTONIA 24	OMIM	615034	DYT24
C3539506	SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE	OMIM	615035	SPG55
C3808667	EPISODIC PAIN SYNDROME, FAMILIAL, 1	OMIM	615040	FEPS1
C3554381	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10	OMIM	615041	MDDGA10
C3554385	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iu	OMIM	615042	CDGIu
C2680446	SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE	OMIM	615043	SPG43
C3554398	SPINAL MUSCULAR ATROPHY, JOKELA TYPE	OMIM	615048	SMAJ
C3554399	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1F	OMIM	615058	CSNB1F
C3554409	HYPOTRICHOSIS 11	OMIM	615059	HYPT11
C3554415	ARTHROGRYPOSIS, DISTAL, TYPE 5D	OMIM	615065	DA5D
C3540844	CILIARY DYSKINESIA, PRIMARY, 20	OMIM	615067	CILD20
C3554439	ALAZAMI SYNDROME	OMIM	615071	ALAZS
C3554446	BRACHYDACTYLY, TYPE A1, C	OMIM	615072	BDA1C
C3554447	DYSTONIA 25	OMIM	615073	DYT25
C3554448	MENTAL RETARDATION, AUTOSOMAL DOMINANT 18	OMIM	615074	MRD18
C3554449	MENTAL RETARDATION, AUTOSOMAL DOMINANT 19	OMIM	615075	MRD19
C3554453	SPERMATOGENIC FAILURE 11	OMIM	615081	SPGF11
C3554456	C3HEX, ABILITY TO SMELL	OMIM	615082	C3HEX, ABILITY TO SMELL
C3554460	COLORECTAL CANCER, SUSCEPTIBILITY TO, 12	OMIM	615083	CRCS12
C3554462	MITOCHONDRIAL DNA DEPLETION SYNDROME 11	OMIM	615084	MTDPS11
C3554478	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8	OMIM	615085	OPTB8
C3554496	LEFT VENTRICULAR NONCOMPACTION 7	OMIM	615092	LVNC7
C3554499	MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE	OMIM	615095	MCPH10
C3554516	COWDEN SYNDROME 3	OMIM	615106	CWS3
C3554518	COWDEN SYNDROME 5	OMIM	615108	CWS5
C3554519	COWDEN SYNDROME 6	OMIM	615109	CWS6
C3554520	UROFACIAL SYNDROME 2	OMIM	615112	UFS2
C3554524	MICROPHTHALMIA, ISOLATED 8	OMIM	615113	MCOP8
C3554534	CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 2	OMIM	615119	CEMCOX2
C3808739	MYASTHENIC SYNDROME, CONGENITAL, 8	OMIM	615120	CMSPPD
C3554540	LYMPHOPROLIFERATIVE SYNDROME 2	OMIM	615122	LPFS2
C3554576	FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE	OMIM	615139	FILS
C3554592	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9	OMIM	615145	MCOPCB9
C3554593	RETINAL DYSTROPHY, IRIS COLOBOMA, AND COMEDOGENIC ACNE SYNDROME	OMIM	615147	RDCCAS
C3554594	STEEL SYNDROME	OMIM	615155	STLS
C3554599	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 6	OMIM	615156	PEOA6
C3554605	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2	OMIM	615157	MC3DN2
C3554606	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 3	OMIM	615158	MC3DN3
C3554607	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 4	OMIM	615159	MC3DN4
C3554608	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5	OMIM	615160	MC3DN5
C3808786	ALBINISM, OCULOCUTANEOUS, TYPE VII	OMIM	615179	OCA7
C3554638	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11	OMIM	615181	MDDGA11
C2746066	Combined D-2- and L-2-hydroxyglutaric aciduria	OMIM	615182	D2L2AD
C3554649	CARDIOMYOPATHY, DILATED, 1II	OMIM	615184	CMD1II
C3554654	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F	OMIM	615185	CMTDIF
C3808800	CATARACT 39, MULTIPLE TYPES	OMIM	615188	CTRCT39
C3554656	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5	OMIM	615190	DKCB5
C3808802	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 4	OMIM	615190	DKCB5
C3554657	LISSENCEPHALY 5	OMIM	615191	LIS5
C3554663	BLEEDING DISORDER, PLATELET-TYPE, 15	OMIM	615193	BDPLT15
C3554686	IMMUNODEFICIENCY 11	OMIM	615206	IMD11
C3554687	IL21R IMMUNODEFICIENCY	OMIM	615207	IL21R IMMUNODEFICIENCY
C3554689	AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE	OMIM	615214	AGM7
C3554690	ATAXIA-OCULOMOTOR APRAXIA 3	OMIM	615217	AOA3
C3554691	HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 2	OMIM	615219	HYC2
C3808844	OSTEOGENESIS IMPERFECTA, TYPE XV	OMIM	615220	OI15
C3714945	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 16	OMIM	615221	BMND16
C3714896	SMITH-MCCORT DYSPLASIA 2	OMIM	615222	SMC2
C3808874	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2	OMIM	615224	FASPS2
C3808876	CORNEAL INTRAEPITHELIAL DYSKERATOSIS AND ECTODERMAL DYSPLASIA	OMIM	615225	CIDED
C3808889	POLYDACTYLY, POSTAXIAL, TYPE A6	OMIM	615226	PAPA6
C3808899	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4	OMIM	615228	MC5DN4
C0036337	Schizoaffective Disorder	OMIM	615232	SCHIZOAFFECTIVE DISORDER
C3715216	RETINITIS PIGMENTOSA 66	OMIM	615233	RP66
C3808920	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 2	OMIM	615234	AHMIO2
C3808935	CARDIOMYOPATHY, DILATED, 1JJ	OMIM	615235	CMD1JJ
C0021847	Intestinal Pseudo-Obstruction	OMIM	615237	CSBS
C3808940	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 5	OMIM	615238	FPLD5
C3808953	NEPHROTIC SYNDROME, TYPE 8	OMIM	615244	NPHS8
C3714995	CARDIOMYOPATHY, DILATED, 1KK	OMIM	615248	CMD1KK
C3808963	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 4	OMIM	615248	CMD1KK
C3808964	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 12	OMIM	615249	MDDGA12
C3808971	HYPOGONADOTROPIC HYPOGONADISM 17 WITH OR WITHOUT ANOSMIA	OMIM	615266	HH17
C3808975	HYPOGONADOTROPIC HYPOGONADISM 18 WITH OR WITHOUT ANOSMIA	OMIM	615267	HH18
C3808977	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 4	OMIM	615268	CAMRQ4
C3808981	HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA	OMIM	615269	HH19
C3808983	HYPOGONADOTROPIC HYPOGONADISM 20 WITH OR WITHOUT ANOSMIA	OMIM	615270	HH20
C3808986	HYPOGONADOTROPIC HYPOGONADISM 21 WITH OR WITHOUT ANOSMIA	OMIM	615271	HH21
C3808988	FANCONI ANEMIA, COMPLEMENTATION GROUP Q	OMIM	615272	FANCQ
C3808991	CONGENITAL DISORDER OF DEGLYCOSYLATION	OMIM	615273	CDDG
C3809001	CATARACT 15, MULTIPLE TYPES	OMIM	615274	CTRCT15
C3809004	CATARACT 19, MULTIPLE TYPES	OMIM	615277	CTRCT19
C3809005	CARDIOFACIOCUTANEOUS SYNDROME 2	OMIM	615278	CFC2
C3809006	CARDIOFACIOCUTANEOUS SYNDROME 3	OMIM	615279	CFC3
C3809007	CARDIOFACIOCUTANEOUS SYNDROME 4	OMIM	615280	CFC4
C3809008	HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY	OMIM	615281	HBSL
C3809013	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2	OMIM	615282	CDCBM2
C3695063	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B3	OMIM	615284	CMT4B3
C3809031	NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE	OMIM	615285	SCN5
C3809039	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 36	OMIM	615286	MRT36
C3809042	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13	OMIM	615287	MDDGA13
C3809049	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2, AUTOSOMAL DOMINANT	OMIM	615290	SMALED2
C3809084	MYOFIBROMATOSIS, INFANTILE, 2	OMIM	615293	IMF2
C3809087	CILIARY DYSKINESIA, PRIMARY, 21	OMIM	615294	CILD21
C3809092	ADAMS-OLIVER SYNDROME 4	OMIM	615297	AOS4
C3809104	SYMPHALANGISM, PROXIMAL, 1B	OMIM	615298	SYM1B
C3809105	PERRAULT SYNDROME 4	OMIM	615300	PRLTS4
C3714987	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 17	OMIM	615311	BMND17
C3715051	CRANIOSYNOSTOSIS 3	OMIM	615314	CRS3
C3809137	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2R	OMIM	615325	LGMD2R
C3809147	DOWLING-DEGOS DISEASE 2	OMIM	615327	DDD2
C3809160	SHAHEEN SYNDROME	OMIM	615328	SHNS
C3809165	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 3	OMIM	615330	MMDS3
C3809173	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16	OMIM	615338	EIEE16
C3888002	PULMONARY HYPERTENSION, PRIMARY, 2	OMIM	615342	PPH2
C3809192	PULMONARY HYPERTENSION, PRIMARY, 3	OMIM	615343	PPH3
C3809198	PULMONARY HYPERTENSION, PRIMARY, 4	OMIM	615344	PPH4
C3809199	PRECOCIOUS PUBERTY, CENTRAL, 2	OMIM	615346	CPPB2
C3809209	NEMALINE MYOPATHY 8	OMIM	615348	NEM8
C3809210	EHLERS-DANLOS SYNDROME, PROGEROID TYPE, 2	OMIM	615349	EDSP2
C3809216	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14	OMIM	615350	MDDGA14
C3809221	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 14	OMIM	615351	MDDGB14
C3714932	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14	OMIM	615352	MDDGC14
C3809233	NOONAN SYNDROME 8	OMIM	615355	NS8
C3809236	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2S	OMIM	615356	LGMD2S
C3715164	LEBER CONGENITAL AMAUROSIS 17	OMIM	615360	LCA17
C3809243	HYPOCALCEMIA, AUTOSOMAL DOMINANT 2	OMIM	615361	HYPOC2
C3715049	CEROID LIPOFUSCINOSIS, NEURONAL, 13	OMIM	615362	CLN13
C3809250	ESTROGEN RESISTANCE	OMIM	615363	ESTRR
C3809272	LETHAL CONGENITAL CONTRACTURE SYNDROME 5	OMIM	615368	LCCS5
C3809278	EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET	OMIM	615369	EEOC
C3809288	LEFT VENTRICULAR NONCOMPACTION 8	OMIM	615373	LVNC8
C3809299	CONE-ROD DYSTROPHY 18	OMIM	615374	CORD18
C3809309	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C	OMIM	615376	RI-CMTC
C3809311	ATRIAL FIBRILLATION, FAMILIAL, 13	OMIM	615377	ATFB13
C3809312	ATRIAL FIBRILLATION, FAMILIAL, 14	OMIM	615378	ATFB14
C3715192	ANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME	OMIM	615381	MDPL
C3809320	NEPHRONOPHTHISIS 16	OMIM	615382	NPHP16
C3809327	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14	OMIM	615386	SCAR14
C3809332	T-CELL RECEPTOR-ALPHA/BETA DEFICIENCY	OMIM	615387	IMD7
C3809339	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16	OMIM	615395	COXPD16
C3715165	LEFT VENTRICULAR NONCOMPACTION 10	OMIM	615396	LVNC10
C3809352	MECKEL SYNDROME, TYPE 11	OMIM	615397	MKS11
C3809356	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3	OMIM	615398	MCAHS3
C3809369	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2	OMIM	615399	PNH2
C3809374	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5	OMIM	615400	FCMTE5
C3809383	IMMUNODEFICIENCY 8	OMIM	615401	IMD8
C3809394	DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3	OMIM	615402	DUH3
C3809414	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3	OMIM	615411	CDCBM3
C3809420	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4	OMIM	615412	CDCBM4
C3809427	SPERMATOGENIC FAILURE 12	OMIM	615413	SPGF12
C3809431	MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE	OMIM	615414	MCPH11
C3809434	RENAL-HEPATIC-PANCREATIC DYSPLASIA 2	OMIM	615415	RHPD2
C3809443	MITOCHONDRIAL DNA DEPLETION SYNDROME 12 (CARDIOMYOPATHIC TYPE)	OMIM	615418	MTDPS12
C3809454	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1	OMIM	615419	IHPRF1
C3809464	MYOPIA 22, AUTOSOMAL DOMINANT	OMIM	615420	MYP22
C3809468	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 2	OMIM	615422	MSP2
C3809469	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 3	OMIM	615424	IBMPFD3
C3809470	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2	OMIM	615425	EBSB2
C3715156	AMYOTROPHIC LATERAL SCLEROSIS 20	OMIM	615426	ALS20
C2829267	DEAFNESS, AUTOSOMAL RECESSIVE 88	OMIM	615429	DFNB88
C3809482	MYOPIA 23, AUTOSOMAL RECESSIVE	OMIM	615431	MYP23
C3809503	RETINITIS PIGMENTOSA WITH OR WITHOUT SITUS INVERSUS	OMIM	615434	RETINITIS PIGMENTOSA WITH OR WITHOUT SITUS INVERSUS
